user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety
@vboone,US,Krutz 2012 Martinelli Road Vineyard Chardonnay (Russian River Valley),"Made entirely from one vineyard source and one variety, this was barrel-fermented in half new French oak. Nonetheless it is marked most by its lightness and crisp, clean flavor of lemon, apple and passionfruit, the oak providing structure in the background only.",Martinelli Road Vineyard,87,40.0,California,Russian River Valley,Sonoma,Krutz,Zinfandel
@wawinereport,US,Plumb Cellars 2012 JKII Estate Vineyard Syrah (Walla Walla Valley (WA)),"The blackberry jam, green olive, smoked meat, dried herb, gravel, flower and orange peel aromas provide plenty of interest and intrigue, though a tire rubber note distracts. The black fruit and savory flavors coat the palate with a supple feel that brings depth.",JKII Estate Vineyard,89,26.0,Washington,Walla Walla Valley (WA),Columbia Valley,Plumb Cellars,Syrah
@vboone,US,Wayfarer 2014 Golden Mean Pinot Noir (Fort Ross-Seaview),"Dark, brooding cinnamon and fleshy black plum provide an exciting, complex counterpoint to the rakish earthiness and exotic Asian spice going on in this full-bodied, explosively compelling wine, its minerality lingering. It's young and still tightly coiled, with lingering minerality; let it open to enjoy now, but it would show best after some time, so cellar through 2024.",Golden Mean,97,115.0,California,Fort Ross-Seaview,Sonoma,Wayfarer,Cabernet Sauvignon
@vboone,US,Rodrigue Molyneaux 2009 Il Segreto Red Wine Red (Livermore Valley),"A rich, earthy blend of half Barbera, half Zinfandel that tastes light at first, earthy with raspberry and cherry tones. On the finish, it gets darker, its spicy, dark fruit tones memorably bound in a wall of leather and tobacco.",Il Segreto Red Wine,88,24.0,California,Livermore Valley,Central Coast,Rodrigue Molyneaux,Chardonnay
@wawinereport,US,Kestrel 2013 Falcon Series Estate Syrah (Yakima Valley),"This wine's aromas are bright and fruit forward, with generous black pepper, raspberry, fresh flower, smoked meat and barrel spice notes. The full-bodied palate delivers cranberry flavors that are appealing but more ponderous than the aromas might suggest.",Falcon Series Estate,89,25.0,Washington,Yakima Valley,Columbia Valley,Kestrel,Bordeaux-style Red Blend
@wawinereport,US,Figgins 2016 Estate Riesling (Walla Walla Valley (WA)),"This is one of the only Rieslings to come out of the valley. The aromas are reserved for the variety, with notes of lime leaf, citrus, Bosc pear and nut oil. The palate drinks dry, and is flavorful, with abundant stone-fruit and citrus notes that linger. It seems a bit heavy handed but still brings enjoyment.",Estate,89,30.0,Washington,Walla Walla Valley (WA),Columbia Valley,Figgins,Zinfandel
@wawinereport,US,Syncline 2013 Boushey Vineyard Syrah (Yakima Valley),"Immediately arresting with its aromas that suggest mineral, sappy raspberries and blackberries, this wine surprises with its tart, supple fruit flavors. Its purity and acidity making it best suited for the dinner table.",Boushey Vineyard,92,35.0,Washington,Yakima Valley,Columbia Valley,Syncline,Malbec
@mattkettmann,US,Tablas Creek 2014 Esprit de Tablas Grown and Bottled on the Estate Mourvèdre-Grenache-Syrah-Counoise Red (Adelaida District),"An elegantly integrated dark-red-cherry component distinguishes the nose of this blend of 40% Mourvèdre, 35% Grenache, 20% Syrah and 5% Counoise, with hints of sagebrush and baking spice. The food-friendly palate combines dark-berry flavors with dried herbs, graphite and light sarsaparilla, with well-integrated acidity and a silky yet firm texture.",Esprit de Tablas Grown and Bottled on the Estate Mourvèdre-Grenache-Syrah-Counoise,92,55.0,California,Adelaida District,Central Coast,Tablas Creek,Syrah
@wawinereport,US,Guardian 2014 Chalk Line Red (Columbia Valley (WA)),"This wine is a blend of 38% Cabernet Sauvignon, 33% Merlot, and 29% Syrah from Ciel du Cheval, Obelisco, Quintessence and Conner Lee vineyards. Aromas of cigar box, herb, cranberry, smoke, sawdust and pencil lead are followed by rich, ripe red-fruit flavors. It has a lot of appeal.",Chalk Line,91,25.0,Washington,Columbia Valley (WA),Columbia Valley,Guardian,Red Blend
@paulgwine ,US,Seven Hills 1997 Seven Hills Vineyard Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),"An earthy, leathery, spicy nose dominates this 100% Cabernet from 17-year-old vines. This is an elegant, complex, earthy wine, beautifully balanced with classic cassis laced with leather, barnyard, coffee, smoke and spice. 180 cases made.",Seven Hills Vineyard Reserve,91,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Seven Hills,Cabernet Sauvignon
@mattkettmann,US,Edna Valley Vineyard 2013 Paragon Chardonnay (Central Coast),"Lemon-lime soda and limestone aromas emerge on the nose, which is slightly sweet in ripeness but also a bit shy. The palate shows apples and pears, but is quite flat.",Paragon,83,15.0,California,Central Coast,Central Coast,Edna Valley Vineyard,Pinot Noir
@paulgwine ,US,Roco 2014 Knudsen Vineyards Pinot Noir (Dundee Hills),"This classic vineyard delivers the goodies—ripe, round and quite pretty flavors of raspberry and cherry fruit, with orange peel highlights. The tangy acidity keeps it lively and the length suggests that it will drink well through the mid-2020s.",Knudsen Vineyards,92,65.0,Oregon,Dundee Hills,Willamette Valley,Roco,Pinot Noir
@vboone,US,Domaine de la Terre Rouge 2008 Ascent Syrah (Sierra Foothills),"A super-structured, incredibly textured Syrah from the Sierra Foothills, this is Bill Easton's best of the best lots, aptly named Ascent, that he puts out every year to showcase his deft handling of age-worthy Syrah. This one will continue to develop its earthy, dusty, bacon fat and cigar box qualities over time. A truly beautiful bottle of wine.",Ascent,94,80.0,California,Sierra Foothills,Sierra Foothills,Domaine de la Terre Rouge,Cabernet Sauvignon
@wawinereport,US,Burnt Bridge 2013 Coyote Canyon Vineyard Syrah (Horse Heaven Hills),"Assorted blue fruit, coffee, green tea and barrel-spice aromas lead to full-bodied fruit flavors that carry a touch of warmth.",Coyote Canyon Vineyard,89,35.0,Washington,Horse Heaven Hills,Columbia Valley,Burnt Bridge,Bordeaux-style Red Blend
@vboone,US,Mumm Napa NV Brut Reserve Sparkling (Napa Valley),"There is 60% Pinot Noir and 40% Chardonnay in this sparkling Brut. Golden-apple in color, it offers flavors and aromas that follow suit, rich in ripe apple, hazelnut and chestnut with a layering of natural sweetness on the finish.",Brut Reserve,87,39.0,California,Napa Valley,Napa,Mumm Napa,Red Blend
@vboone,US,Stuhlmuller Vineyards 2012 Rogers Schoolhouse Estate Zinfandel (Alexander Valley),"This wine is co-fermented with 12% Petite Sirah, both varieties from one estate block planted to a century-old clone of Teldeschi, a nearby vineyard still in existence. Tart in cherry, red plum and cassis, it's refreshingly unusual and deliciously vibrant. Anise, cinnamon and black pepper round out the finish. The tannins and oak are well-managed and integrated.",Rogers Schoolhouse Estate,91,42.0,California,Alexander Valley,Sonoma,Stuhlmuller Vineyards,Cabernet Sauvignon
@vboone,US,Spicy Vines 2013 Risqué Chardonnay (Napa County),"From the Thomas LaTour Vineyards on Mount Veeder, this wine is half barrel fermented and half aged in stainless steel, making for a balanced, full-bodied expression of the variety. Apple and stony mineral notes linger, with hints of butterscotch on the finish.",Risqué,90,38.0,California,Napa County,Napa,Spicy Vines,Zinfandel
@gordone_cellars,US,Passaggio 2014 Unoaked Chardonnay (California),"This medium-bodied wine has earthy, almost salty aromas, good acidity, herb and melon flavors and a fresh mouthfeel. Its sea-breeze character suggests seafood as a good pairing.",Unoaked,85,34.0,California,California,California Other,Passaggio,Red Blend
@paulgwine ,US,Winderlea 2012 Murto Vineyard Pinot Noir (Dundee Hills),"Two bottles were tasted; the first showing some signs of incomplete fermentation. The wine is lean, grapy and tart—stylistically apart from the other 2012 releases. Though relatively high in alcohol, the flavors don't seem to have the full physiological ripeness you might expect. This may need additional bottle age.",Murto Vineyard,87,48.0,Oregon,Dundee Hills,Willamette Valley,Winderlea,Pinot Noir
@vboone,US,Von Strasser 2012 Agira Vineyard Cabernet Sauvignon (Diamond Mountain District),"From a three-acre vineyard, this wine accented in 2% Petit Verdot offers a sense of gravel underneath the dark, syrupy plum and leathery tannin structure. Midway through, it exhibits cherry, raspberry and vanilla, showing a juicy underbelly that should develop further over time. Drink now through 2022.",Agira Vineyard,94,80.0,California,Diamond Mountain District,Napa,Von Strasser,Cabernet Sauvignon
@wawinereport,US,Maryhill 2015 Proprietor's Reserve Tudor Hills Vineyard Chardonnay (Columbia Valley (WA)),"Aromas of barrel toast, kiwi and pineapple lead to a sweet, slightly lean, tropical-fruit-filled palate that delivers a lot of easy-drinking pleasure.",Proprietor's Reserve Tudor Hills Vineyard,88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Maryhill,Merlot
@paulgwine ,US,Otis Kenyon 2008 Stellar Vineyard Syrah (Walla Walla Valley (WA)),"From the estate vineyard, located in the cobblestone-rich area known as The Rocks, this cellar-worthy effort is complex and riveting. Berries and citrus, juicy and tart, cling to the palate and pull through to a lingering finish. Pure and deep all the way through.",Stellar Vineyard,94,38.0,Washington,Walla Walla Valley (WA),Columbia Valley,Otis Kenyon,Syrah
@paulgwine ,US,Owen Roe 2009 Red Willow Vineyard Chapel Block Syrah (Yakima Valley),"Considered to be the best block of Syrah in the vineyard, here it shows a generous mix of tart berry, plum and raisin fruit flavors, with a lush middle suggesting blueberry pie and Christmas cake. But there is more—chocolate, cinnamon and on it goes into a riot of holiday pastries. Flat-out yummy.",Red Willow Vineyard Chapel Block,94,55.0,Washington,Yakima Valley,Columbia Valley,Owen Roe,Bordeaux-style Red Blend
@vboone,US,Nicholson Ranch 2012 Dry Farmed Estate Pinot Noir (Sonoma Coast),Dried black cherry and a streak of cola mark a wine with decent concentration and full-bodied richness that gets better in the glass as it goes. The finish is persistent and balanced in a ripeness of fruit with freshness.,Dry Farmed Estate,89,75.0,California,Sonoma Coast,Sonoma,Nicholson Ranch,Pinot Noir
@vboone,US,Flora Springs 2013 Out of Sight Vineyard Cabernet Sauvignon (Napa Valley),"Dried herb, dust and compost provide a dark underbelly in this vineyard-designated varietal wine. It's layered with caramel and toffee notes that are complemented by bright acidity and further freshened by sparks of pomegranate and cassis.",Out of Sight Vineyard,93,125.0,California,Napa Valley,Napa,Flora Springs,Cabernet Sauvignon
@gordone_cellars,US,Ruby Hill Winery 2013 Jewel Collection Series Estate Reserve Chardonnay (Livermore Valley),"This wine is big in every dimension, from an unusually deep gold color, to a smoky, oaky, toasted-baguette aroma to almost sweet flavors like poached pear that are backed by more buttery, smoky nuances and surprisingly good acidity. While it makes a big first impression, further sips bring out even more complexity, layers and length.",Jewel Collection Series Estate Reserve,92,40.0,California,Livermore Valley,Central Coast,Ruby Hill Winery,Malbec
@gordone_cellars,US,Saxon Brown 2010 Parmelee-Hill Vineyard Owl Ridge Block Syrah (Sonoma Coast),"This lively, muscular, full-bodied wine ripples with smoky, meaty, peppery aromas. A thick, almost chewy texture partners with rowdy blackberry flavors and vivid tannins that will tame the rarest steak or wildest game.",Parmelee-Hill Vineyard Owl Ridge Block,91,38.0,California,Sonoma Coast,Sonoma,Saxon Brown,Chardonnay
@vboone,US,Joseph Phelps 2012 Freestone Vineyards Estate Grown Chardonnay (Sonoma Coast),"Made from estate-grown fruit near the chilly Sonoma Coast town of Freestone, this is a fully layered wine, expertly balanced in acidity yet offering plenty of full-figured mouthfeel and viscous pleasure. It delivers an electric mix of Meyer lemon, minerals and brioche, and will please a diverse range of palates.",Freestone Vineyards Estate Grown,94,55.0,California,Sonoma Coast,Sonoma,Joseph Phelps,Pinot Noir
@mattkettmann,US,Fazeli Cellars 2012 Pandemonium Red (Temecula Valley),"These quirky labels mark a stylish shift in Temecula, where traditional branding has long reigned, yet the wine is as solid as ever. This blend of 64% Petite Sirah, 13% Merlot, 12% Cabernet Franc, 7% Shiraz and 4% Cabernet Sauvignon shows dried black currant, turned loam, dark chocolate dust and dried mint aromas. The flavors are reminiscent of classic Old World bottlings, with cedar, dried herb and stewed plum laced with fresh acidity and a dry texture.",Pandemonium,91,35.0,California,Temecula Valley,South Coast,Fazeli Cellars,Pinot Noir
@mattkettmann,US,Diatom 2016 Spear Chardonnay (Sta. Rita Hills),"Subtle and somewhat sweet aromas of honey, candied pecan, fresh-sliced honeydew and lemon balm show on the nose of this bottling by Greg Brewer from a brand new vineyard. The palate is clean and fresh, and the sip offers a great tactile sensation on the tongue, with grippy tannins revealing citrus and melon flavors.",Spear,91,36.0,California,Sta. Rita Hills,Central Coast,Diatom,White Blend
@paulgwine ,US,Rex Hill 2015 Pinot Noir Rosé (Willamette Valley),"This sensational effort was fermented and briefly aged in neutral oak. The striking package sets it apart from all other Rex Hill wines, and the rich, complex flavors add to the impression that this is something truly special. Red berries, blood orange, a touch of Grand Marnier, impressive body and spicy highlights all combine in a darn near irresistible rosé with the power to be a four season wine.",Pinot Noir,91,24.0,Oregon,Willamette Valley,Willamette Valley,Rex Hill,Pinot Noir
@vboone,US,Amizetta 2012 Estate Cabernet Sauvignon (Napa Valley),"This 100% varietal wine is dark and foreboding in brambly blackberry and dense, smooth layers of textured oak and vanilla. Beyond full bodied, it holds on to enough acidity to make it complex and age-worthy, finishing in a splash of toffee and caramel.",Estate,90,75.0,California,Napa Valley,Napa,Amizetta,Cabernet Sauvignon
@paulgwine ,US,Januik 2008 Weinbau Vineyard Cabernet Franc (Wahluke Slope),"An elegant, supple, toasty, very tasty Cabernet Franc from one of the oldest vineyards on the Wahluke Slope. Winemaker Mike Januik carefully sculpts his flavors, running threads of black cherry, baking chocolate, espresso, loam, sandalwood, caramel and coconut through the core of this exceptional wine. Drink young or cellar and let it evolve—it's a winner either way.",Weinbau Vineyard,93,35.0,Washington,Wahluke Slope,Columbia Valley,Januik,Red Blend
@vboone,US,Phipps 2012 Sonoma County Ranches Zinfandel (Dry Creek Valley),"Coconut, chocolate and coffee make for sweet and savory companions in this mushy, grippy and satisfying wine. Big on power and concentration, it has an underlay of brown sugar.",Sonoma County Ranches,88,36.0,California,Dry Creek Valley,Sonoma,Phipps,Zinfandel
@wawinereport,US,Liberty Lake 2011 Heritage Reserve Red (Red Mountain),"Aromas of vanilla, pickling spices, green pepper and dark fruit are followed by tart cherry flavors. It shows both the elegance of the vintage and the power of the appellation.",Heritage Reserve,88,35.0,Washington,Red Mountain,Columbia Valley,Liberty Lake,Cabernet Sauvignon
@paulgwine ,US,Archery Summit 2014 Whole Cluster Cuvée Pinot Noir (Dundee Hills),"Sensuous beyond words, this beguiling bottle absolutely seduces from the first sniff to the last sip. The amazing bouquet is a dense jumble of raspberry jam, cranberry compôte, orange peel and candied citrus. The flavors bore down deeply into a finish that can only lead you in one direction—to the next glass.",Whole Cluster Cuvée,93,85.0,Oregon,Dundee Hills,Willamette Valley,Archery Summit,Pinot Noir
@wawinereport,US,Market Vineyards 2014 Liquidity White (Columbia Valley (WA)),This wine is equal parts Viognier and Roussanne. It offers light aromas of peach and apricot that are followed by full-bodied flavors that show some warmth and bitterness on the finish.,Liquidity,87,20.0,Washington,Columbia Valley (WA),Columbia Valley,Market Vineyards,Sauvignon Blanc
@mattkettmann,US,Testarossa 2014 Tondre Grapefield Chardonnay (Santa Lucia Highlands),"Ripe Anjou pear, Key-lime skins, white lily and white peach show on the nose of this wine from an increasingly popular vineyard. The palate is clean and straightforward, with pear cider, Gala apple and concrete minerality.",Tondre Grapefield,89,48.0,California,Santa Lucia Highlands,Central Coast,Testarossa,Rhône-style Red Blend
@paulgwine ,US,Willamette Valley Vineyards 2012 Bernau Block Pinot Noir (Willamette Valley),"Young, tart and compact, this is still in the primary fruit phase of its development. Clean, impactful and nicely structured, its flavors run from cranberry to raspberry to light cherry, all running deep enough to suggest tucking it away in the cellar for a few more years.",Bernau Block,90,55.0,Oregon,Willamette Valley,Willamette Valley,Willamette Valley Vineyards,Pinot Noir
@paulgwine ,US,Roots 2012 Leroy Vineyard Pinot Noir (Chehalem Mountains),"Tight and tart, this wine shows aromas of delicate roses and raspberries that follow through on the palate. Flavors are pure and true, somewhat simple, with a fruit-forward aspect that suggests young vines.",Leroy Vineyard,87,40.0,Oregon,Chehalem Mountains,Willamette Valley,Roots,Pinot Noir
@wawinereport,US,14 Hands NV Brut Méthode Champenoise Sparkling (Columbia Valley (WA)),"Light aromas of lemon, apple, pineapple, toast and spice lead to just off-dry flavors. It drinks a little sweet for a brut but still delivers enjoyment—a straightforward crowd pleaser.",Brut Méthode Champenoise,87,15.0,Washington,Columbia Valley (WA),Columbia Valley,14 Hands,Sparkling Blend
@paulgwine ,US,Eola Hills 2014 Barrel Select Reserve Pinot Noir (Oregon),"This spent about a year in 30% new oak, and some portion was American. Those aggressive scents and flavors still dominate, with the typical vanilla and pickle-barrel highlights. More bottle age is in order for maximum enjoyment. At the moment the fruit is primary and the barrel notes not entirely integrated. Drink after 2020.",Barrel Select Reserve,89,32.0,Oregon,Oregon,Oregon Other,Eola Hills,Chardonnay
@paulgwine ,US,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),"This is sourced from 30-year-old Wädenswil vines from a vineyard in the Elkton AVA. It's complex and compelling, showing layers of stone, strawberry, citrus, chocolate and sassafras. It's an elegant wine, well proportioned and modest in scope, but delicious.",Bradley Vineyard,91,45.0,Oregon,Umpqua Valley,Southern Oregon,Paul O'Brien,Pinot Noir
@vboone,US,MacRostie 2014 Kent Ritchie Vineyard Chardonnay (Russian River Valley),"Linear layers of lemon chiffon and clove-spiked orangewrap around light oak and focused acidity. Medium bodied and smoothly textured, it offers a kiss of caramel on the finish.",Kent Ritchie Vineyard,90,46.0,California,Russian River Valley,Sonoma,MacRostie,Chardonnay
@paulgwine ,US,Dusted Valley 2006 Stained Tooth Syrah (Columbia Valley (WA)),"Scents include white pepper, hints of herb, and in the mouth there is none of the usual bitter or dill pickle flavors. This was cold fermented and cofermented with 5% Viognier; then blended with 5% Grenache and 5% Mourvèdre. It's fruitier than the Walla Walla Valley bottling, and less earthy, but quite appealing.",Stained Tooth,88,24.0,Washington,Columbia Valley (WA),Columbia Valley,Dusted Valley,White Blend
@paulgwine ,US,Winter's Hill 2015 Block 10 Whole Cluster Pinot Noir (Dundee Hills),"This young wine brings scents of cola, truffle and black cherry. It's light and lively, with those flavors coming along with notes of chicken stock and a juicy mouthfeel. Though not a big wine, it's complex and interesting.",Block 10 Whole Cluster,89,49.0,Oregon,Dundee Hills,Willamette Valley,Winter's Hill,Chardonnay
@vboone,US,Luna 2015 Mille Baci Estate Late Harvest Pinot Grigio (Napa Valley),"Lovely golden color highlights a balanced, floral and pretty late-harvest expression of apricot jam in this nuanced wine, which is relatively low in alcohol with 12.3% residual sugar. It offers viscosity that doesn't overpower, making it ideal for pairing with hard pungent cheeses or vanilla ice cream.",Mille Baci Estate Late Harvest,92,46.0,California,Napa Valley,Napa,Luna,Zinfandel
@paulgwine ,US,Soléna 2013 Zena Crown Pinot Noir (Eola-Amity Hills),"This new vintage of the Zena Crown seems already faded. Light, tart strawberry fruit lacks concentration and carries a bit of bitter herb flavor. Tannins are earthy and the finish abrupt.",Zena Crown,86,40.0,Oregon,Eola-Amity Hills,Willamette Valley,Soléna,Pinot Noir
@vboone,US,Sbragia 2012 Gino's Zinfandel (Dry Creek Valley),"Made from a majority of Zinfandel with tiny amounts of Carignane and Petite Sirah, Gino's is big, rich and straightforward, with a touch of dried herb and dark plum surrounded by accents of oak. Powerfully robust, it'll need a rich meat dish to stand alongside.",Gino's,88,34.0,California,Dry Creek Valley,Sonoma,Sbragia,Zinfandel
@vboone,US,Les Belles Collines 2012 Les Sommets Cabernet Sauvignon (Napa Valley),"This is a gorgeous wine, blended with 8% Merlot, 1% Petit Verdot and 1% Malbec, and aged entirely in new French oak. Juicy waves of cassis and red currant are accented by dark chocolate, ultimately showcasing a lush, plush yet structured palate. It's decadent now, but should age well through 2022.",Les Sommets,93,85.0,California,Napa Valley,Napa,Les Belles Collines,Cabernet Sauvignon
@wawinereport,US,Cayuse 2012 Wallah Wallah Special #4 Syrah (Walla Walla Valley (WA)),"A unique blend of several of the winery's vineyards, this wine brings brooding notes of smoked ham, raw meat, lilac, fire pit and peat, with a thread of minerality that runs throughout. The flavors are full but deft, showing abundant smoked meat and savory notes along with a finish that seems near endless. The balance is perfectly spot-on.",Wallah Wallah Special #4,94,165.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse,Bordeaux-style Red Blend
@vboone,US,Jamieson Ranch 2012 Double Lariat Cabernet Sauvignon (Napa Valley),"Supple and accessible, this Cabernet is bright in acidity and soft in tannins, yet amply structured. The palate is layered with flavors of cherry and cranberry, with a hit of nuanced oak on the finish.",Double Lariat,90,60.0,California,Napa Valley,Napa,Jamieson Ranch,Cabernet Sauvignon
@paulgwine ,US,Stevens 2005 Black Tongue Syrah (Yakima Valley),"Dineen fruit, in a singular vintage, equals spectacular Syrah. This has it all going on—rich, luscious flavors of berries and cherries, wrapped (soaked!) in chocolate, elevated with zippy acidity and smooth and creamy as fresh-churned butter. Seductive doesn't begin to cover it. You could take a bath in this stuff. Yum!",Black Tongue,92,32.0,Washington,Yakima Valley,Columbia Valley,Stevens,Cabernet Sauvignon
@paulgwine ,US,Winderlea 2012 Dundee Hills Vineyards Pinot Noir (Dundee Hills),"Significantly riper than the elegant 2011, this well-priced cuvée has some real muscle. Plum and cherry fruit are set in a rather thick frame of earth and rock, buoyed by moderate acidity. Just 15% of the barrels were new.",Dundee Hills Vineyards,88,38.0,Oregon,Dundee Hills,Willamette Valley,Winderlea,Chardonnay
@vboone,US,Fort Ross 2012 Fort Ross Vineyard Sea Slopes Pinot Noir (Fort Ross-Seaview),"Pleasantly pungent in ripe damson plum, this Pinot has lovely acidity, giving it a spicy mouthfeel around firmly present tannins. Full-bodied midpalate, the wine mellows through to the finish, ending in juicy fruit and earth.",Fort Ross Vineyard Sea Slopes,93,42.0,California,Fort Ross-Seaview,Sonoma,Fort Ross,Chardonnay
@paulgwine ,US,J. Christopher 2012 Olenik Vineyard Pinot Noir (Chehalem Mountains),"This single-vineyard selection shines, with nuanced layers of granite, lead pencil, pepper and espresso around a core of dense black cherry and cassis. The power and concentration mark it as special. Still compact and lightly earthy, it's blessed with perfectly ripe and proportionate tannins, ensuring a good long life ahead.",Olenik Vineyard,94,50.0,Oregon,Chehalem Mountains,Willamette Valley,J. Christopher,Pinot Noir
@vboone,US,Wait Cellars 2012 Devoto Garden Vineyard Pinot Noir (Green Valley),"Light in ruby-red, see-through red color, it's spicy and alive, with a silky cherry pit aroma and undercurrent of herbal earthiness. Balanced and soft, it can accompany a slow-roasted pork tenderloin adorned in morel mushrooms or a classic BLT. Of course, it's also stellar on its own.",Devoto Garden Vineyard,93,32.0,California,Green Valley,Sonoma,Wait Cellars,Gewürztraminer
@vboone,US,Conclusion 2015 The Storyteller Proprietary White (Sonoma County),"This small production blend of 90% Viognier and 10% Sauvignon Blanc leads with fragrant, inviting floral qualities and well-defined layers of peach and apricot fruit. Light and bright, it's balanced, focused and utterly delicious.",The Storyteller Proprietary,92,19.0,California,Sonoma County,Sonoma,Conclusion,Sauvignon Blanc
@vboone,US,Fritz 2015 Reserve Chardonnay (Russian River Valley),"This mild-mannered wine offers moderate acidity, a stony texture and Gravenstein apple and lemon highlights. Medium bodied, it finishes clean and simple.",Reserve,87,45.0,California,Russian River Valley,Sonoma,Fritz,Zinfandel
@paulgwine ,US,Anne Amie 2010 Winemaker's Selection Pinot Noir (Willamette Valley),"Pungent with strong aromas of stem and herb, the fruit suggests green banana and other minimally-ripe flavors. The wine is a bit disjointed, with stiff tannins and a green edge to the finish.",Winemaker's Selection,85,35.0,Oregon,Willamette Valley,Willamette Valley,Anne Amie,Pinot Noir
@vboone,US,Vermeil 2016 Frediani Vineyard Sauvignon Blanc (Calistoga),"Neutral French oak played a part in this wine's fermentation, giving it weight and substance without distraction. Exotic on the nose, it's fleshy and high toned in guava and lemon zest, with a memorable length of mineral-like stone that gives it texture and complexity.",Frediani Vineyard,92,30.0,California,Calistoga,Napa,Vermeil,Sauvignon Blanc
@vboone,US,Ferrari-Carano 2014 Reserve Cabernet Sauvignon (Alexander Valley),"There's something overwhelmingly herbal and weedy about this wine, which shows a simple structure of tannin and lingering flavors of cherry cola.",Reserve,84,65.0,California,Alexander Valley,Sonoma,Ferrari-Carano,Cabernet Sauvignon
@gordone_cellars,US,Darcie Kent Vineyards 2013 Hoffman Vineyard Chardonnay (Livermore Valley),"Each sip of this graceful wine brings a little more depth and flavor. The aromas at first are quiet with just a hint of butter and toasted baguette, but on the palate it's easy to enjoy the pear-tart flavors and creamy texture. Everything seems to build toward the finish, which is long and luxurious.",Hoffman Vineyard,92,35.0,California,Livermore Valley,Central Coast,Darcie Kent Vineyards,Pinot Noir
@vboone,US,Kenwood 2014 Single Vineyard Green Valley Ranch Chardonnay (Russian River Valley),"The first vintage of this wine from this site, it offers a lot to like, from crisp, pretty aromas and tingly acidity to nuanced whispers of honeycomb, Gravenstein apple and fennel. Light bodied, it has nice firmness and tension to the mouthfeel, and an overall balance of fruit and complexity.",Single Vineyard Green Valley Ranch,92,30.0,California,Russian River Valley,Sonoma,Kenwood,Zinfandel
@paulgwine ,US,Kandarian 2012 Blue Eye Sauvignon Blanc (Willamette Valley),"This vintage marks a big step forward for this Oregon Sauvignon Blanc. As fresh and racy as a bright young Quincy from the Loire, this sappy Sauvignon has the snap of natural acidity and a tongue-tingling mix of melon, lime and grapefruit on the palate. It's drinking beautifully right now while at its most fresh.",Blue Eye,90,20.0,Oregon,Willamette Valley,Willamette Valley,Kandarian,Pinot Noir
@mattkettmann,US,Zaca Mesa 2013 Chapel G Syrah (Santa Ynez Valley),"A wondrous array of blackberry, pepper, dried meat, soft lavender, well-integrated lilac and crushed graphite show on the nose of this bottling from a vineyard planted in 2008. A firm but not overpowering tannic structure and bright acidity present flavors of dried violets, blueberry and tar on the palate.",Chapel G,92,48.0,California,Santa Ynez Valley,Central Coast,Zaca Mesa,Pinot Noir
@gordone_cellars,US,Oak Grove 2016 Family Reserve Chardonnay (California),"This well-oaked, smoky wine is a great value. It has abundant baking spice aromas, as well as rich flavors of ripe pear, nutmeg and vanilla. Ample acidity and delicate tannins help maintain balance.",Family Reserve,87,9.0,California,California,California Other,Oak Grove,Pinot Noir
@paulgwine ,US,Anam Cara 2010 Heather's Vineyard Pinot Noir (Chehalem Mountains),"This two-barrel cuvée is the star of the Anam Cara 2010s, bearing a mix of pretty cherry fruit and milk chocolaty tannins. Some well-modulated earth and herb notes add interest, but it's the elegance and proportion of the wine that really shine.",Heather's Vineyard,90,65.0,Oregon,Chehalem Mountains,Willamette Valley,Anam Cara,Pinot Noir
@wawinereport,US,Mark Ryan 2013 Wild Eyed Syrah (Red Mountain),"Most of this wine hails from Force Majeure Vineyard, with Olsen in the Yakima Valley filling it out. Aromas of crushed granite, blackberry, wood spice and herbs are followed by vibrant red and black-fruit flavors that display depth and finesse. The finish carries.",Wild Eyed,93,48.0,Washington,Red Mountain,Columbia Valley,Mark Ryan,Bordeaux-style Red Blend
@vboone,US,Kastania 2012 Jaden and Keira's Cuvée Pinot Noir (Sonoma Coast),"A shock of ripe raspberry and grenadine marks the entry of this sexy wine, which is tingling in cinnamon spice and forested earth. Softly layered and smooth, it offers both structure and weight, and is approachable now.",Jaden and Keira's Cuvée,91,35.0,California,Sonoma Coast,Sonoma,Kastania,Chardonnay
@mattkettmann,US,Jamie Slone Wines 2012 P1 Red (Santa Barbara County),"This blend of 72% Cabernet Sauvignon, 24% Syrah and 4% Cabernet Franc shows smashed blueberries and blackcurrant on the nose alongside dried dill, pencil lead, cola and beef char. The palate is frame by judicious acidity and strong graphite flavors, with bright cherry and tart dark cranberry fruit, lifted by smoke and black pepper.",P1,90,39.0,California,Santa Barbara County,Central Coast,Jamie Slone Wines,Sangiovese
@gordone_cellars,US,V. Sattui 2016 Rosato di Sangiovese (North Coast),"Fresh, vibrant and tangy, this is a great example of a dry light-bodied but very appetizing wine. Canteloupe and peach aromas lead to citrus and raspberry flavors that are lean but tasty. It's one of the best California Sangiovese rosés.",Rosato di,90,26.0,California,North Coast,North Coast,V. Sattui,Sauvignon Blanc
